"voice","displayText","expectedText","issues","error","durationSeconds","rms","peak","activeRatio","firstActiveSeconds","lastActiveSeconds","trailingSilenceSeconds","lessons","relativePath"
"cedar","animal","animal","","","1.056","0.04741475","0.38443804","0.333254","0.3642","0.7959","0.2601","110","cedar/animal-39a33f743cb27a4c.mp3"
"marin","ankle","ankle","","","1.008","0.05380292","0.37046328","0.343109","0.0575","0.5136","0.4944","20","marin/ankle-697824c0079c1558.mp3"
"cedar","ankle","ankle","","","1.056","0.03158775","0.42712182","0.253729","0.3244","0.7299","0.3261","20","cedar/ankle-697824c0079c1558.mp3"
"marin","another","another","","","1.416","0.05500704","0.39029747","0.307027","0.376","0.8902","0.5258","128","marin/another-33a7b215065f2ee8.mp3"
"cedar","another","another","","","1.416","0.05562757","0.52709895","0.291829","0.0985","0.607","0.809","128","cedar/another-33a7b215065f2ee8.mp3"
"marin","answer","answer","","","1.248","0.05059573","0.27541262","0.365986","0.6013","1.1551","0.0929","75","marin/answer-6959b4fff6c9960b.mp3"
"cedar","answer","answer","","","1.104","0.03145902","0.36632016","0.275249","0.4278","0.8594","0.2446","75","cedar/answer-6959b4fff6c9960b.mp3"
"marin","answer / pick up the phone","answer the phone. Or, pick up the phone.","","","4.152","0.0587341","0.47744432","0.390013","0.6035","3.6516","0.5004","","marin/answer-pick-up-the-phone-c25837ef644c9668.mp3"
"cedar","answer / pick up the phone","answer the phone. Or, pick up the phone.","","","3.312","0.06614975","0.49022582","0.452332","0.0541","3.0158","0.2962","","cedar/answer-pick-up-the-phone-c25837ef644c9668.mp3"
"marin","ant","ant","","","0.864","0.05167961","0.35119683","0.251326","0.1201","0.523","0.341","113","marin/ant-f20f7cb935591966.mp3"
"cedar","ant","ant","","","0.768","0.0453177","0.53332967","0.243327","0.0575","0.373","0.395","113","cedar/ant-f20f7cb935591966.mp3"
"marin","any","any","","","1.656","0.04496419","0.26542285","0.204308","0.0574","0.4291","1.2269","129","marin/any-8c1ee007205bc161.mp3"
"cedar","any","any","","","1.464","0.03221651","0.50114894","0.154912","0.2385","0.5443","0.9197","129","cedar/any-8c1ee007205bc161.mp3"
"marin","anybody","anybody","","","1.104","0.06390902","0.46095571","0.339447","0.1069","0.5923","0.5117","127","marin/anybody-d12d5294d3e8dc16.mp3"
"cedar","anybody","anybody","","","1.056","0.07144185","0.60776538","0.393387","0.0574","0.5804","0.4756","127","cedar/anybody-d12d5294d3e8dc16.mp3"
"marin","anyone","anyone","","","1.008","0.06386663","0.42641604","0.491774","0.247","0.8175","0.1905","127","marin/anyone-34c5318f2b6870f2.mp3"
"cedar","anyone","anyone","","","2.064","0.04545343","0.57350719","0.181686","0.062","0.5443","1.5198","127","cedar/anyone-34c5318f2b6870f2.mp3"
"marin","anyone (anybody)","anyone. Or, anybody.","","","2.616","0.0885537","0.46252757","0.531043","0.0556","2.4471","0.1689","","marin/anyone-anybody-bc157fe67415038f.mp3"
"cedar","anyone (anybody)","anyone. Or, anybody.","","","3","0.06092625","0.83170366","0.35741","0.1294","2.6715","0.3285","","cedar/anyone-anybody-bc157fe67415038f.mp3"
"marin","anything","anything","","","1.056","0.07113387","0.64809966","0.424499","0.1369","0.7091","0.3469","127","marin/anything-ce32b18ae7f79e70.mp3"
"cedar","anything","anything","","","1.248","0.04690348","0.5143885","0.260567","0.0615","0.5562","0.6918","127","cedar/anything-ce32b18ae7f79e70.mp3"
"marin","Anything else?","Anything else?","","","1.2","0.05610047","0.29223582","0.469062","0.3152","1.0422","0.1578","","marin/anything-else-f0e1ca7e0fda8c49.mp3"
"cedar","Anything else?","Anything else?","","","1.32","0.05511321","0.47355527","0.438052","0.0548","0.8236","0.4964","","cedar/anything-else-f0e1ca7e0fda8c49.mp3"
"marin","Anything to eat / drink?","Anything to eat, or drink?","","","2.808","0.06205794","0.36196736","0.384141","0.6028","2.4591","0.3489","","marin/anything-to-eat-drink-35746e1c806b4818.mp3"
"cedar","Anything to eat / drink?","Anything to eat, or drink?","","","2.4","0.06488436","0.62395597","0.416536","0.1246","2.0935","0.3065","","cedar/anything-to-eat-drink-35746e1c806b4818.mp3"
"marin","anywhere","anywhere","","","1.8","0.0434845","0.27025115","0.253345","0.3464","0.8907","0.9093","120","marin/anywhere-43018b072d578c1f.mp3"
"cedar","anywhere","anywhere","","","1.152","0.04989422","0.55480838","0.345812","0.1513","0.6405","0.5115","120","cedar/anywhere-43018b072d578c1f.mp3"
"marin","apartment","apartment","","","1.512","0.03405201","0.46915042","0.207038","0.0749","0.6595","0.8525","67","marin/apartment-b7ad55ee693c5457.mp3"
"cedar","apartment","apartment","","","1.752","0.03861108","0.48162377","0.186572","0.2361","0.9509","0.8011","67","cedar/apartment-b7ad55ee693c5457.mp3"
"marin","apologize","apologize","","","1.92","0.05698145","0.41200727","0.459223","0.1645","1.2707","0.6493","64","marin/apologize-3d178edaf3045e5d.mp3"
"cedar","apologize","apologize","","","1.8","0.03409074","0.35770294","0.313634","0.4127","1.2805","0.5195","64","cedar/apologize-3d178edaf3045e5d.mp3"
"marin","appear","appear","","","1.32","0.03729174","0.30861989","0.263116","0.093","0.6348","0.6852","115","marin/appear-1188c70978ae2dab.mp3"
"cedar","appear","appear","","","1.416","0.04171687","0.37577432","0.229652","0.2856","0.802","0.614","115","cedar/appear-1188c70978ae2dab.mp3"
"marin","apple","apple","","","1.2","0.04132647","0.55970466","0.232535","0.0578","0.4456","0.7544","38","marin/apple-303980bcb9e9e6cd.mp3"
"cedar","apple","apple","","","1.008","0.05663658","0.72310072","0.241567","0.0621","0.453","0.555","38","cedar/apple-303980bcb9e9e6cd.mp3"
"marin","appreciate","appreciate","","","1.104","0.04851253","0.28923446","0.44235","0.0503","0.838","0.266","65","marin/appreciate-3af0f7bbc5ae2473.mp3"
"cedar","appreciate","appreciate","","","1.92","0.04404732","0.43366399","0.275423","0.2044","0.9514","0.9686","65","cedar/appreciate-3af0f7bbc5ae2473.mp3"
"marin","April","April","","","0.864","0.06519587","0.39032215","0.313489","0.0645","0.483","0.381","33","marin/april-7b77b7a9f59c4ba7.mp3"
"cedar","April","April","","","1.008","0.04669295","0.43960935","0.274058","0.1705","0.5905","0.4175","33","cedar/april-7b77b7a9f59c4ba7.mp3"
"marin","are","are","","","0.768","0.07777601","0.55742919","0.451362","0.1149","0.5213","0.2467","122","marin/are-3738b5cfcae9a17f.mp3"
"cedar","are","are","","","1.056","0.04485356","0.48065013","0.21729","0.1715","0.544","0.512","122","cedar/are-3738b5cfcae9a17f.mp3"
"marin","Are you sure?","Are you sure?","","","1.248","0.07338541","0.44890341","0.679738","0.1264","1.0999","0.1481","","marin/are-you-sure-e82a5865758d465b.mp3"
"cedar","Are you sure?","Are you sure?","","","1.32","0.07684483","0.51191646","0.699227","0.0544","1.1592","0.1608","","cedar/are-you-sure-e82a5865758d465b.mp3"
"marin","area","area","","","0.912","0.06701953","0.31612837","0.465415","0.0611","0.5694","0.3426","108","marin/area-006b0e0ee30eef68.mp3"
"cedar","area","area","","","1.416","0.04555847","0.36597031","0.25075","0.3437","0.7768","0.6392","108","cedar/area-006b0e0ee30eef68.mp3"
"marin","argue","argue","","","1.656","0.05158989","0.5298956","0.277904","0.2576","0.7915","0.8645","65","marin/argue-35cf4c7b9af24981.mp3"
"cedar","argue","argue","","","1.848","0.05905196","0.63718337","0.192539","0.0963","0.5856","1.2624","65","cedar/argue-35cf4c7b9af24981.mp3"
"marin","arm","arm","","","1.512","0.05092118","0.46203959","0.225212","0.4654","0.8392","0.6728","20","marin/arm-b94c946de56d6bd2.mp3"
"cedar","arm","arm","","","1.8","0.05361892","0.60296881","0.158854","0.0609","0.4554","1.3446","20","cedar/arm-b94c946de56d6bd2.mp3"
"marin","armchair","armchair","","","1.416","0.0593743","0.413295","0.359434","0.1372","0.7806","0.6354","68","marin/armchair-d67e06d7590d1920.mp3"
"cedar","armchair","armchair","","","1.32","0.05134625","0.43810812","0.455508","0.2202","0.9881","0.3319","68","cedar/armchair-d67e06d7590d1920.mp3"
"marin","army","army","","","1.2","0.06647697","0.4242695","0.36526","0.2257","0.7011","0.4989","5","marin/army-59f87ef634eb773f.mp3"
"cedar","army","army","","","1.752","0.05733147","0.61675012","0.187024","0.0624","0.4419","1.3101","5","cedar/army-59f87ef634eb773f.mp3"
"marin","around","around","","","1.968","0.05440088","0.44518235","0.272538","0.3389","0.9547","1.0133","130|132","marin/around-453c9d4d8d935504.mp3"
"cedar","around","around","","","1.104","0.08022819","0.78910965","0.403872","0.0521","0.6285","0.4755","130|132","cedar/around-453c9d4d8d935504.mp3"
"marin","around here","around here","","","1.416","0.07160501","0.43125954","0.547243","0.0558","0.9965","0.4195","","marin/around-here-845ee09508d197b7.mp3"
"cedar","around here","around here","","","2.568","0.04074544","0.5503366","0.258575","0.318","1.2389","1.3291","","cedar/around-here-845ee09508d197b7.mp3"
"marin","around the clock","around the clock","","","2.256","0.05238774","0.5472219","0.315058","0.0506","1.2541","1.0019","","marin/around-the-clock-9b683718fc37394d.mp3"
"cedar","around the clock","around the clock","","","1.92","0.05563599","0.55067122","0.376183","0.3224","1.5212","0.3988","","cedar/around-the-clock-9b683718fc37394d.mp3"
"marin","around the corner","around the corner","","","2.256","0.06508738","0.37411204","0.460938","0.0575","1.5901","0.6659","","marin/around-the-corner-ec912b38f5727870.mp3"
"cedar","around the corner","around the corner","","","1.608","0.06419777","0.51908278","0.571219","0.0985","1.2873","0.3207","","cedar/around-the-corner-ec912b38f5727870.mp3"
"marin","arrange","arrange","","","1.248","0.05216259","0.36840495","0.436682","0.0596","0.7218","0.5262","103","marin/arrange-5444affb56c3c377.mp3"
"cedar","arrange","arrange","","","1.32","0.05026711","0.41338572","0.432086","0.1514","0.9347","0.3853","103","cedar/arrange-5444affb56c3c377.mp3"
"marin","arrive","arrive","","","2.352","0.04708386","0.5234943","0.198395","0.2047","0.7901","1.5619","94","marin/arrive-882d174ae9dba762.mp3"
"cedar","arrive","arrive","","","1.368","0.07448734","0.61136752","0.322886","0.0523","0.6552","0.7128","94","cedar/arrive-882d174ae9dba762.mp3"
"marin","art","art","","","0.72","0.0636277","0.51663178","0.291146","0.0734","0.423","0.297","76","marin/art-e0a4e4d9746517c5.mp3"
"cedar","art","art","","","0.912","0.04446789","0.4200545","0.16372","0.3019","0.6172","0.2948","76","cedar/art-e0a4e4d9746517c5.mp3"
"marin","artist","artist","","","0.864","0.06407517","0.52770925","0.424383","0.0615","0.5885","0.2755","4","marin/artist-9015a768f01989c2.mp3"
"cedar","artist","artist","","","1.248","0.04685609","0.4527553","0.226663","0.3538","0.7944","0.4536","4","cedar/artist-9015a768f01989c2.mp3"
"marin","as","as","","","0.912","0.04653773","0.48065963","0.385622","0.0605","0.5533","0.3587","133","marin/as-8b97bca797508475.mp3"
"cedar","as","as","","","1.848","0.03214821","0.62092453","0.147457","0.1825","0.573","1.275","133","cedar/as-8b97bca797508475.mp3"
"marin","as for","as for","","","1.416","0.05438544","0.33984447","0.384593","0.0574","0.78","0.636","","marin/as-for-738b2711f24ca51f.mp3"
"cedar","as for","as for","","","1.056","0.05795498","0.51596391","0.515645","0.0537","0.8229","0.2331","","cedar/as-for-738b2711f24ca51f.mp3"
"marin","as long as","as long as","","","2.448","0.09188933","0.5036484","0.529267","0.0596","2.185","0.263","","marin/as-long-as-a98e7130b6280c2f.mp3"
"cedar","as long as","as long as","","","2.568","0.05357937","0.53672779","0.435407","0.0542","2.0522","0.5158","","cedar/as-long-as-a98e7130b6280c2f.mp3"
"marin","as soon as...","as soon as","","","2.304","0.0663148","0.55451363","0.523736","0.0605","2.0698","0.2342","","marin/as-soon-as-729d9550a42732cb.mp3"
"cedar","as soon as...","as soon as","","","1.92","0.05669635","0.64458179","0.46377","0.0638","1.3358","0.5842","","cedar/as-soon-as-729d9550a42732cb.mp3"
"marin","ask","ask","","","1.104","0.05699298","0.61590034","0.289761","0.0673","0.5478","0.5562","75","marin/ask-2ce021029478c521.mp3"
"cedar","ask","ask","","","0.96","0.04131847","0.70948619","0.272504","0.1639","0.6078","0.3522","75","cedar/ask-2ce021029478c521.mp3"
"marin","ask for","ask for","","","1.608","0.05710729","0.60566348","0.345188","0.1153","1.1931","0.4149","","marin/ask-for-ac660b9973c1ba98.mp3"
"cedar","ask for","ask for","","","2.568","0.04319018","0.57638514","0.216616","0.054","1.1226","1.4454","","cedar/ask-for-ac660b9973c1ba98.mp3"
"marin","asleep","asleep","","","1.608","0.03920771","0.36675036","0.288181","0.0574","0.7591","0.8489","21","marin/asleep-ea54622f62b06efb.mp3"
"cedar","asleep","asleep","","","0.96","0.05335584","0.47823182","0.350868","0.0583","0.589","0.371","21","cedar/asleep-ea54622f62b06efb.mp3"
"marin","assistant","assistant","","","1.152","0.04992559","0.32642314","0.404008","0.2368","0.9595","0.1925","5","marin/assistant-18f567b536cbac63.mp3"
"cedar","assistant","assistant","","","1.152","0.05394556","0.49603599","0.417643","0.1168","0.7944","0.3576","5","cedar/assistant-18f567b536cbac63.mp3"
"marin","assume","assume","","","1.056","0.04852872","0.29056451","0.425742","0.0559","0.5776","0.4784","18","marin/assume-24e9b402c07cdc26.mp3"
"cedar","assume","assume","","","1.32","0.05264373","0.48714894","0.376862","0.0585","0.6543","0.6657","18","cedar/assume-24e9b402c07cdc26.mp3"
"marin","at","at","","","0.864","0.03337378","0.53795105","0.223814","0.0575","0.4303","0.4337","130|131","marin/at-f5d9ec14e8b0a034.mp3"
"cedar","at","at","","","2.76","0.01582369","0.46265337","0.04609","0.6482","0.9543","1.8057","130|131","cedar/at-f5d9ec14e8b0a034.mp3"
"marin","at hand","at hand","","","1.464","0.05420327","0.47469762","0.37749","0.07","1.1261","0.3379","","marin/at-hand-b5cdd37d106d8715.mp3"
"cedar","at hand","at hand","","","1.464","0.0464082","0.49645075","0.345571","0.1138","1.2699","0.1941","","cedar/at-hand-b5cdd37d106d8715.mp3"
"marin","at last","at last","","","1.92","0.0455324","0.45782703","0.316829","0.0543","1.245","0.675","","marin/at-last-1b703810ed2469ab.mp3"
"cedar","at last","at last","","","2.112","0.06050948","0.83396852","0.256747","0.0542","1.7356","0.3764","","cedar/at-last-1b703810ed2469ab.mp3"
"marin","at least","at least","","","1.416","0.05225633","0.58746028","0.359772","0.064","1.2693","0.1467","","marin/at-least-1491b0ea6b86828c.mp3"
"cedar","at least","at least","","","1.32","0.04904288","0.62481725","0.385227","0.1506","1.1462","0.1738","","cedar/at-least-1491b0ea6b86828c.mp3"
"marin","at noon","at noon","","","1.416","0.07860186","0.55354565","0.406441","0.0605","1.0419","0.3741","","marin/at-noon-a0c11da8dffd38c4.mp3"
"cedar","at noon","at noon","","","1.512","0.07228556","0.59078997","0.423074","0.0575","1.1879","0.3241","","cedar/at-noon-a0c11da8dffd38c4.mp3"
"marin","at the age of...","at the age of","","","2.808","0.05364952","0.4741382","0.325105","0.0543","1.5856","1.2224","","marin/at-the-age-of-c4ffb67c90a5edc4.mp3"
"cedar","at the age of...","at the age of","","","1.968","0.05217906","0.55564904","0.398723","0.0575","1.3847","0.5833","","cedar/at-the-age-of-c4ffb67c90a5edc4.mp3"
"marin","at the bottom of...","at the bottom of","","","2.064","0.06162852","0.37452951","0.432292","0.06","1.7582","0.3058","","marin/at-the-bottom-of-be4a655509295fe9.mp3"
"cedar","at the bottom of...","at the bottom of","","","2.76","0.04944794","0.57578677","0.30862","0.1162","1.5528","1.2072","","cedar/at-the-bottom-of-be4a655509295fe9.mp3"
"marin","at the desk","at the desk","","","1.608","0.05334967","0.41141117","0.38096","0.0605","1.2604","0.3476","","marin/at-the-desk-48181628301e97b2.mp3"
"cedar","at the desk","at the desk","","","1.848","0.04825211","0.56303221","0.367864","0.059","1.3401","0.5079","","cedar/at-the-desk-48181628301e97b2.mp3"
"marin","at the end of...","at the end of","","","2.064","0.04949219","0.37339008","0.370417","0.0523","1.2979","0.7661","","marin/at-the-end-of-c36f29c3aeb052a8.mp3"
"cedar","at the end of...","at the end of","","","2.256","0.06063784","0.68507713","0.382683","0.0531","1.5637","0.6923","","cedar/at-the-end-of-c36f29c3aeb052a8.mp3"
"marin","at the same time","at the same time","","","2.112","0.06846992","0.5623821","0.534042","0.0606","1.959","0.153","","marin/at-the-same-time-99e7a9f8985a6d0f.mp3"
"cedar","at the same time","at the same time","","","2.256","0.03868847","0.56278843","0.362413","0.0575","1.2643","0.9917","","cedar/at-the-same-time-99e7a9f8985a6d0f.mp3"
"marin","at work","at work","","","1.32","0.05993366","0.46573287","0.322506","0.0484","0.9751","0.3449","","marin/at-work-0323cb86a0fca4a9.mp3"
"cedar","at work","at work","","","1.56","0.06087427","0.6762681","0.267815","0.1485","1.1841","0.3759","","cedar/at-work-0323cb86a0fca4a9.mp3"
"marin","attack","attack","","","1.56","0.03556813","0.39931023","0.205929","0.0576","0.6325","0.9275","","marin/attack-ccdb438b8f0857e4.mp3"
"cedar","attack","attack","","","2.208","0.03083494","0.53343499","0.133407","0.046","0.5837","1.6243","","cedar/attack-ccdb438b8f0857e4.mp3"
"marin","attention","attention","","","1.464","0.04330141","0.28863391","0.325905","0.048","0.6522","0.8118","75","marin/attention-e3ae18dac0f9487f.mp3"
"cedar","attention","attention","","","1.416","0.04150947","0.39758724","0.350636","0.1638","0.8411","0.5749","75","cedar/attention-e3ae18dac0f9487f.mp3"
"marin","August","August","","","1.8","0.05309472","0.52704728","0.2286","0.0584","0.6712","1.1288","33","marin/august-922d7599c80745b3.mp3"
"cedar","August","August","","","1.32","0.05438799","0.46082312","0.259501","0.1229","0.6338","0.6863","33","cedar/august-922d7599c80745b3.mp3"
"marin","aunt","aunt","","","2.16","0.02469079","0.24193208","0.102951","0.6262","1.0095","1.1505","26","marin/aunt-a375b36a8642e02b.mp3"
"cedar","aunt","aunt","","","1.608","0.02620436","0.49243969","0.12912","0.5911","0.923","0.685","26","cedar/aunt-a375b36a8642e02b.mp3"
"marin","autumn","autumn","","","1.416","0.04024696","0.35099274","0.243144","0.1044","0.5053","0.9107","33","marin/autumn-527bfc2ee911cad4.mp3"
"cedar","autumn","autumn","","","2.4","0.04184816","0.48310521","0.142049","0.143","0.5998","1.8002","33","cedar/autumn-527bfc2ee911cad4.mp3"
"marin","available","available","","","1.248","0.06881437","0.38100728","0.498715","0.0986","0.8097","0.4383","117","marin/available-ed01b1557bd7a1e7.mp3"
